id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_name,event_start_date,event_end_date,category,subcategory,type,subtype,old_id,created_at,description,link,combined_type
138658,Palestine,PSE,32.313782,35.03532,"[32.313782, 35.03532]",Recommended figure,Conflict,total,5,2024-01-03,2024-01-03,2024-01-03,2024,Palestine: International armed conflict (IAC) (Demolitions) - Tulkarm Governorate - 01/01/2024,2024-01-01,2024-01-31,,,,,,2024-02-07T07:32:16.068175Z,"Palestine: 5 displacements (destroyed housing), 03 January - 03 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 5 people were displaced by housing demolitions during military operations in Tulkarm Camp on 03 January.",https://app.powerbi.com/view?r=eyJrIjoiMmJkZGRhYWQtODk0MS00MWJkLWI2NTktMDg1NGJlMGNiY2Y3IiwidCI6IjBmOWUzNWRiLTU0NGYtNGY2MC1iZGNjLTVlYTQxNmU2ZGM3MCIsImMiOjh9,Conflict
138554,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,14,2024-01-03,2024-01-03,2024-01-03,2024,Palestine: International armed conflict (IAC) (Demolitions) - Jerusalem Governorate - 01/01/2024,2024-01-01,2024-01-31,,,,,,2024-02-06T15:19:11.662664Z,"Palestine: 14 displacements (destroyed housing), 03 January - 03 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 14 people were displaced by housing demolitions in Ramallah/Jerusalem on 03 January.",https://demolition.ochaopt.org/Index.aspx,Conflict
138657,Palestine,PSE,32.318062,35.056252,"[32.318062, 35.056252]",Recommended figure,Conflict,total,46,2024-01-02,2024-01-02,2024-01-02,2024,Palestine: International armed conflict (IAC) (Demolitions) - Tulkarm Governorate - 01/01/2024,2024-01-01,2024-01-31,,,,,,2024-02-07T07:32:16.028990Z,"Palestine: 46 displacements (destroyed housing), 02 January - 02 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 46 people were displaced by housing demolitions during military operations in Nur Shams Refugee camp on 02 January.",https://app.powerbi.com/view?r=eyJrIjoiMmJkZGRhYWQtODk0MS00MWJkLWI2NTktMDg1NGJlMGNiY2Y3IiwidCI6IjBmOWUzNWRiLTU0NGYtNGY2MC1iZGNjLTVlYTQxNmU2ZGM3MCIsImMiOjh9,Conflict
137046,Palestine,PSE,31.324209,34.316212,"[31.324209, 34.316212]",Recommended figure,Conflict,more than,28000,2024-01-05,2024-01-01,2024-01-05,2024,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2024,2024-01-01,2024-12-31,,,,,,2024-01-26T08:19:30.749613Z,"Palestine: 28,000 displacements, 01 January - 05 January. Due to escalation in the Gaza Strip and Israel, at least 28000 people were displaced within or to Khan Yunis Governorate between 01 January and 05 January, according to OCHA.",https://data.humdata.org/dataset/state-of-palestine-idp-s,Conflict
137047,Palestine,PSE,31.42005,34.374249,"[31.42005, 34.374249]",Recommended figure,Conflict,more than,5000,2024-01-05,2024-01-01,2024-01-05,2024,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2024,2024-01-01,2024-12-31,,,,,,2024-01-26T08:19:30.769612Z,"Palestine: 5,000 displacements, 01 January - 05 January. Due to escalation in the Gaza Strip and Israel, at least 5000 people were displaced within or to Deir al-Balah Governorate between 01 January and 05 January, according to OCHA.",https://data.humdata.org/dataset/state-of-palestine-idp-s,Conflict
137048,Palestine,PSE,31.28108,34.281059,"[31.28108, 34.281059]",Recommended figure,Conflict,more than,84000,2024-01-05,2024-01-01,2024-01-05,2024,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 01/01/2024,2024-01-01,2024-12-31,,,,,,2024-01-26T08:19:30.788513Z,"Palestine: 84,000 displacements, 01 January - 05 January. Due to escalation in the Gaza Strip and Israel, at least 84000 people were displaced within or to Rafah Governorate between 01 January and 05 January, according to OCHA.",https://data.humdata.org/dataset/state-of-palestine-idp-s,Conflict
140435,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,2,2024-01-01,2024-01-01,2024-01-01,2024,Palestine: International armed conflict (IAC) (Demolitions) - Nablus Governorate - 01/01/2024,2024-01-01,2024-01-31,,,,,,2024-02-23T12:20:30.684626Z,"Palestine: 2 displacements (destroyed housing), 01 January - 01 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 2 people were displaced by housing demolitions in Jersualem Governorate on 1 January.",https://demolition.ochaopt.org/Index.aspx,Conflict
138551,Palestine,PSE,31.707121,35.206589,"[31.707121, 35.206589]",Recommended figure,Conflict,total,8,2024-01-01,2024-01-01,2024-01-01,2024,Palestine: International armed conflict (IAC) (Demolitions) - Bethlehem Governorate - 01/01/2024,2024-01-01,2024-01-31,,,,,,2024-02-06T15:19:11.537942Z,"Palestine: 8 displacements (destroyed housing), 01 January - 01 January. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 8 people were displaced by housing demolitions in Bethlehem on 01 January.",https://demolition.ochaopt.org/Index.aspx,Conflict
132223,Palestine,PSE,31.324209,34.316212,"[31.324209, 34.316212]",Recommended figure,Conflict,more than,28000,2023-12-31,2023-12-30,2023-12-31,2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,2023-10-07,2023-12-31,,,,,,2024-01-03T14:39:50.520936Z,"Palestine: 28,000 displacements, 30 December - 31 December. Due to escalation in the Gaza Strip and Israel, at least 28000 people were displaced within or to Khan Yunis Governorate between 30 December and 31 December, according to OCHA.",https://data.humdata.org/dataset/state-of-palestine-idp-s,Conflict
132224,Palestine,PSE,31.28108,34.281059,"[31.28108, 34.281059]",Recommended figure,Conflict,more than,44000,2023-12-31,2023-12-30,2023-12-31,2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,2023-10-07,2023-12-31,,,,,,2024-01-03T14:39:50.533035Z,"Palestine: 44,000 displacements, 30 December - 31 December. Due to escalation in the Gaza Strip and Israel, at least 44000 people were displaced within or to Rafah Governorate between 30 December and 31 December, according to OCHA.",https://data.humdata.org/dataset/state-of-palestine-idp-s,Conflict
132840,Palestine,PSE,32.327461,35.084259,"[32.327461, 35.084259]",Recommended figure,Conflict,total,46,2023-12-30,2023-12-30,2023-12-30,2023,Palestine: Unknown (IAC) (Demolitions) - Tulkarm Governorate - 01/12/2023,2023-12-01,2023-12-31,,,,,,2024-01-08T11:22:11.796886Z,"Palestine: 46 displacements (destroyed housing), 30 December - 30 December. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 46 people were displaced by housing demolitions during military operations in Tulkarm Governorate on 30 December.",https://app.powerbi.com/view?r=eyJrIjoiMmJkZGRhYWQtODk0MS00MWJkLWI2NTktMDg1NGJlMGNiY2Y3IiwidCI6IjBmOWUzNWRiLTU0NGYtNGY2MC1iZGNjLTVlYTQxNmU2ZGM3MCIsImMiOjh9,Conflict
132816,Palestine,PSE,31.505951,35.11739,"[31.505951, 35.11739]",Recommended figure,Conflict,total,7,2023-12-27,2023-12-27,2023-12-27,2023,Palestine: Unknown (IAC) (Demolitions) - Hebron Governorate - 01/12/2023,2023-12-01,2023-12-31,,,,,,2024-01-08T11:06:05.762180Z,"Palestine: 7 displacements (destroyed housing), 27 December - 27 December. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 7 people were displaced by housing demolitions in Hebron Governorate on 27 December.",https://demolition.ochaopt.org/Index.aspx,Conflict
132811,Palestine,PSE,32.1908,35.32328,"[32.1908, 35.32328]",Recommended figure,Conflict,total,29,2023-12-26,2023-12-26,2023-12-26,2023,Palestine: Unknown (IAC) (Demolitions) - Nablus Governorate - 01/12/2023,2023-12-01,2023-12-31,,,,,,2024-01-08T11:06:05.692026Z,"Palestine: 29 displacements (destroyed housing), 26 December - 26 December. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 29 people were displaced by housing demolitions in Nablus Governorate on 26 December.",https://demolition.ochaopt.org/Index.aspx,Conflict
132814,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,3,2023-12-26,2023-12-26,2023-12-26,2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/12/2023,2023-12-01,2023-12-31,,,,,,2024-01-08T11:06:05.733913Z,"Palestine: 3 displacements (destroyed housing), 26 December - 26 December. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 3 people were displaced by housing demolitions in Ramallah/Jerusalem on 26 December.",https://demolition.ochaopt.org/Index.aspx,Conflict
132813,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,4,2023-12-26,2023-12-26,2023-12-26,2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/12/2023,2023-12-01,2023-12-31,,,,,,2024-01-08T11:06:05.720727Z,"Palestine: 4 displacements (destroyed housing), 26 December - 26 December. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 4 people were displaced by housing demolitions in Ramallah/Jerusalem on 26 December.",https://demolition.ochaopt.org/Index.aspx,Conflict
132841,Palestine,PSE,32.327461,35.084259,"[32.327461, 35.084259]",Recommended figure,Conflict,total,35,2023-12-25,2023-12-25,2023-12-25,2023,Palestine: Unknown (IAC) (Demolitions) - Tulkarm Governorate - 01/12/2023,2023-12-01,2023-12-31,,,,,,2024-01-08T11:22:11.809672Z,"Palestine: 35 displacements (destroyed housing), 25 December - 25 December. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 32 people were displaced by housing demolitions during military operations in Tulkarm Governorate on 25 December.",https://app.powerbi.com/view?r=eyJrIjoiMmJkZGRhYWQtODk0MS00MWJkLWI2NTktMDg1NGJlMGNiY2Y3IiwidCI6IjBmOWUzNWRiLTU0NGYtNGY2MC1iZGNjLTVlYTQxNmU2ZGM3MCIsImMiOjh9,Conflict
132222,Palestine,PSE,31.28108,34.281059,"[31.28108, 34.281059]",Recommended figure,Conflict,more than,103000,2023-12-29,2023-12-23,2023-12-29,2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,2023-10-07,2023-12-31,,,,,,2024-01-03T14:39:50.508918Z,"Palestine: 103,000 displacements, 23 December - 29 December. Due to escalation in the Gaza Strip and Israel, at least 103000 people were displaced within or to Rafah Governorate between 23 December and 29 December, according to OCHA.",https://data.humdata.org/dataset/state-of-palestine-idp-s,Conflict
132221,Palestine,PSE,31.324209,34.316212,"[31.324209, 34.316212]",Recommended figure,Conflict,more than,92000,2023-12-29,2023-12-23,2023-12-29,2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,2023-10-07,2023-12-31,,,,,,2024-01-03T14:39:50.494002Z,"Palestine: 92,000 displacements, 23 December - 29 December. Due to escalation in the Gaza Strip and Israel, at least 92000 people were displaced within or to Khan Yunis Governorate between 23 December and 29 December, according to OCHA.",https://data.humdata.org/dataset/state-of-palestine-idp-s,Conflict
131604,Palestine,PSE,31.379483983595748,34.999240839111735,"[31.379483983595748, 34.999240839111735]",Triangulation,Conflict,total,14,2023-12-26,2023-12-23,2023-12-26,2023,Palestine: Communal violence (Coercive Environment) - West Bank - 07/10/2023,2023-10-07,2023-12-31,,,,,,2023-12-27T07:39:32.449359Z,"Palestine: 14 displacements (destroyed housing), 23 December - 26 December. According to OCHA, a total of 2 households were displaced due to destroyed housing in Umm At Tiran due to communal violence on 23 December",https://www.ochaopt.org/content/hostilities-gaza-strip-and-israel-flash-update-77?_gl=1*lgtk7h*_ga*MjE0NDIwODcxNy4xNjg2MDUxNDYx*_ga_E60ZNX2F68*MTcwMzY2MDYwNC43Ni4xLjE3MDM2NjE3NTEuNjAuMC4w,Conflict
132819,Palestine,PSE,32.1908,35.32328,"[32.1908, 35.32328]",Recommended figure,Conflict,total,12,2023-12-21,2023-12-21,2023-12-21,2023,Palestine: Unknown (IAC) (Demolitions) - Nablus Governorate - 01/12/2023,2023-12-01,2023-12-31,,,,,,2024-01-08T11:06:05.804553Z,"Palestine: 12 displacements (destroyed housing), 21 December - 21 December. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 12 people were displaced by housing demolitions in Nablus Governorate on 21 December.",https://demolition.ochaopt.org/Index.aspx,Conflict
132849,Palestine,PSE,32.1908,35.32328,"[32.1908, 35.32328]",Recommended figure,Conflict,total,9,2023-12-19,2023-12-19,2023-12-19,2023,Palestine: Unknown (IAC) (Demolitions) - Nablus Governorate - 01/12/2023,2023-12-01,2023-12-31,,,,,,2024-01-08T11:23:43.300608Z,"Palestine: 9 displacements (destroyed housing), 19 December - 19 December. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 9 people were displaced on punitive grounds in Nablus Governorate on 19 December.",https://app.powerbi.com/view?r=eyJrIjoiMmJkZGRhYWQtODk0MS00MWJkLWI2NTktMDg1NGJlMGNiY2Y3IiwidCI6IjBmOWUzNWRiLTU0NGYtNGY2MC1iZGNjLTVlYTQxNmU2ZGM3MCIsImMiOjh9,Conflict
131921,Palestine,PSE,31.324209,34.316212,"[31.324209, 34.316212]",Recommended figure,Conflict,more than,76000,2023-12-22,2023-12-16,2023-12-22,2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,2023-10-07,2023-12-31,,,,,,2023-12-28T10:08:24.485034Z,"Palestine: 76,000 displacements, 16 December - 22 December. Due to escalation in the Gaza Strip and Israel, at least 76000 people were displaced within or to Khan Yunis Governorate between 16 December and 22 December, according to OCHA.",https://data.humdata.org/dataset/state-of-palestine-idp-s,Conflict
131922,Palestine,PSE,31.28108,34.281059,"[31.28108, 34.281059]",Recommended figure,Conflict,more than,42000,2023-12-22,2023-12-16,2023-12-22,2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,2023-10-07,2023-12-31,,,,,,2023-12-28T10:08:24.501713Z,"Palestine: 42,000 displacements, 16 December - 22 December. Due to escalation in the Gaza Strip and Israel, at least 42000 people were displaced within or to Rafah Governorate between 16 December and 22 December, according to OCHA.",https://data.humdata.org/dataset/state-of-palestine-idp-s,Conflict
132839,Palestine,PSE,32.327461,35.084259,"[32.327461, 35.084259]",Recommended figure,Conflict,total,47,2023-12-16,2023-12-16,2023-12-16,2023,Palestine: Unknown (IAC) (Demolitions) - Tulkarm Governorate - 01/12/2023,2023-12-01,2023-12-31,,,,,,2024-01-08T11:22:11.784180Z,"Palestine: 47 displacements (destroyed housing), 16 December - 16 December. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 47 people were displaced by housing demolitions during military operations in Tulkarm Governorate on 16 December.",https://app.powerbi.com/view?r=eyJrIjoiMmJkZGRhYWQtODk0MS00MWJkLWI2NTktMDg1NGJlMGNiY2Y3IiwidCI6IjBmOWUzNWRiLTU0NGYtNGY2MC1iZGNjLTVlYTQxNmU2ZGM3MCIsImMiOjh9,Conflict
132817,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,1,2023-12-14,2023-12-14,2023-12-14,2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/12/2023,2023-12-01,2023-12-31,,,,,,2024-01-08T11:06:05.776038Z,"Palestine: 1 displacement (destroyed housing), 14 December - 14 December. According to Office for the Coordination of Humanitarian Affairs (OCHA), one person was displaced by housing demolitions in Ramallah/Jerusalem on 14 December.",https://demolition.ochaopt.org/Index.aspx,Conflict
132848,Palestine,PSE,32.1908,35.32328,"[32.1908, 35.32328]",Recommended figure,Conflict,total,18,2023-12-14,2023-12-14,2023-12-14,2023,Palestine: Unknown (IAC) (Demolitions) - Nablus Governorate - 01/12/2023,2023-12-01,2023-12-31,,,,,,2024-01-08T11:23:43.283530Z,"Palestine: 18 displacements (destroyed housing), 14 December - 14 December. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 18 people were displaced on punitive grounds in Nablus Governorate on 14 December.",https://app.powerbi.com/view?r=eyJrIjoiMmJkZGRhYWQtODk0MS00MWJkLWI2NTktMDg1NGJlMGNiY2Y3IiwidCI6IjBmOWUzNWRiLTU0NGYtNGY2MC1iZGNjLTVlYTQxNmU2ZGM3MCIsImMiOjh9,Conflict
132810,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,29,2023-12-13,2023-12-13,2023-12-13,2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/12/2023,2023-12-01,2023-12-31,,,,,,2024-01-08T11:06:05.674465Z,"Palestine: 29 displacements (destroyed housing), 13 December - 13 December. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 29 people were displaced by housing demolitions in Ramallah/Jerusalem on 13 December.",https://demolition.ochaopt.org/Index.aspx,Conflict
132812,Palestine,PSE,31.505951,35.11739,"[31.505951, 35.11739]",Recommended figure,Conflict,total,10,2023-12-13,2023-12-13,2023-12-13,2023,Palestine: Unknown (IAC) (Demolitions) - Hebron Governorate - 01/12/2023,2023-12-01,2023-12-31,,,,,,2024-01-08T11:06:05.706506Z,"Palestine: 10 displacements (destroyed housing), 13 December - 13 December. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 10 people were displaced by housing demolitions in Hebron Governorate on 13 December.",https://demolition.ochaopt.org/Index.aspx,Conflict
131919,Palestine,PSE,31.42005,34.374249,"[31.42005, 34.374249]",Recommended figure,Conflict,more than,275000,2023-12-15,2023-12-09,2023-12-15,2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,2023-10-07,2023-12-31,,,,,,2023-12-28T10:08:24.451212Z,"Palestine: 275,000 displacements, 09 December - 15 December. Due to escalation in the Gaza Strip and Israel, at least 275000 people were displaced within or to Deir al-Balah Governorate between 09 December and 15 December, according to OCHA.",https://data.humdata.org/dataset/state-of-palestine-idp-s,Conflict
131918,Palestine,PSE,31.324209,34.316212,"[31.324209, 34.316212]",Recommended figure,Conflict,more than,61000,2023-12-15,2023-12-09,2023-12-15,2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,2023-10-07,2023-12-31,,,,,,2023-12-28T10:08:24.431631Z,"Palestine: 61,000 displacements, 09 December - 15 December. Due to escalation in the Gaza Strip and Israel, at least 61000 people were displaced within or to Khan Yunis Governorate between 09 December and 15 December, according to OCHA.",https://data.humdata.org/dataset/state-of-palestine-idp-s,Conflict
131920,Palestine,PSE,31.28108,34.281059,"[31.28108, 34.281059]",Recommended figure,Conflict,more than,69000,2023-12-15,2023-12-09,2023-12-15,2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,2023-10-07,2023-12-31,,,,,,2023-12-28T10:08:24.468143Z,"Palestine: 69,000 displacements, 09 December - 15 December. Due to escalation in the Gaza Strip and Israel, at least 69000 people were displaced within or to Rafah Governorate between 09 December and 15 December, according to OCHA.",https://data.humdata.org/dataset/state-of-palestine-idp-s,Conflict
132842,Palestine,PSE,32.327461,35.084259,"[32.327461, 35.084259]",Recommended figure,Conflict,total,1,2023-12-07,2023-12-07,2023-12-07,2023,Palestine: Unknown (IAC) (Demolitions) - Tulkarm Governorate - 01/12/2023,2023-12-01,2023-12-31,,,,,,2024-01-08T11:22:11.822412Z,"Palestine: 1 displacement (destroyed housing), 07 December - 07 December. According to Office for the Coordination of Humanitarian Affairs (OCHA), one person was displaced by housing demolitions during military operations in Tulkarm Governorate on 07 December.",https://app.powerbi.com/view?r=eyJrIjoiMmJkZGRhYWQtODk0MS00MWJkLWI2NTktMDg1NGJlMGNiY2Y3IiwidCI6IjBmOWUzNWRiLTU0NGYtNGY2MC1iZGNjLTVlYTQxNmU2ZGM3MCIsImMiOjh9,Conflict
132821,Palestine,PSE,31.707121,35.206589,"[31.707121, 35.206589]",Recommended figure,Conflict,total,11,2023-12-06,2023-12-06,2023-12-06,2023,Palestine: Unknown (IAC) (Demolitions) - Bethlehem Governorate - 01/12/2023,2023-12-01,2023-12-31,,,,,,2024-01-08T11:06:05.831910Z,"Palestine: 11 displacements (destroyed housing), 06 December - 06 December. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 11 people were displaced by housing demolitions in Bethlehem on 06 December.",https://demolition.ochaopt.org/Index.aspx,Conflict
132815,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,1,2023-12-06,2023-12-06,2023-12-06,2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/12/2023,2023-12-01,2023-12-31,,,,,,2024-01-08T11:06:05.746853Z,"Palestine: 1 displacement (destroyed housing), 06 December - 06 December. According to Office for the Coordination of Humanitarian Affairs (OCHA), one person was displaced by housing demolitions in Ramallah/Jerusalem on 06 December.",https://demolition.ochaopt.org/Index.aspx,Conflict
132823,Palestine,PSE,31.505951,35.11739,"[31.505951, 35.11739]",Recommended figure,Conflict,total,31,2023-12-06,2023-12-06,2023-12-06,2023,Palestine: Unknown (IAC) (Demolitions) - Hebron Governorate - 01/12/2023,2023-12-01,2023-12-31,,,,,,2024-01-08T11:06:05.858821Z,"Palestine: 31 displacements (destroyed housing), 06 December - 06 December. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 31 people were displaced by housing demolitions in Hebron Governorate on 06 December.",https://demolition.ochaopt.org/Index.aspx,Conflict
132820,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,7,2023-12-05,2023-12-05,2023-12-05,2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/12/2023,2023-12-01,2023-12-31,,,,,,2024-01-08T11:06:05.818228Z,"Palestine: 7 displacements (destroyed housing), 05 December - 05 December. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 7 people were displaced by housing demolitions in Ramallah/Jerusalem on 05 December.",https://demolition.ochaopt.org/Index.aspx,Conflict
132822,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,12,2023-12-03,2023-12-03,2023-12-03,2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/12/2023,2023-12-01,2023-12-31,,,,,,2024-01-08T11:06:05.845161Z,"Palestine: 12 displacements (destroyed housing), 03 December - 03 December. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 12 people were displaced by housing demolitions in Ramallah/Jerusalem on 03 December.",https://demolition.ochaopt.org/Index.aspx,Conflict
132818,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,9,2023-12-03,2023-12-03,2023-12-03,2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/12/2023,2023-12-01,2023-12-31,,,,,,2024-01-08T11:06:05.790340Z,"Palestine: 9 displacements (destroyed housing), 03 December - 03 December. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 9 people were displaced by housing demolitions in Ramallah/Jerusalem on 03 December.",https://demolition.ochaopt.org/Index.aspx,Conflict
130460,Palestine,PSE,31.43317,34.37793,"[31.43317, 34.37793]",Recommended figure,Conflict,more than,27879,2023-12-08,2023-12-02,2023-12-08,2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,2023-10-07,2023-12-31,,,,,,2023-12-15T07:46:25.358958Z,"Palestine: 27,879 displacements, 02 December - 08 December. Due to escalation in the Gaza Strip and Israel, at least 27879 people were displaced to public shelters in Gaza Strip between 02 December and 08 December, according to OCHA.",https://docs.google.com/spreadsheets/d/e/2PACX-1vTlWPm4Vx08lBZmBBaF90Kb54RuVpuUiqPyoE9kNfpWU29BdVliseYxmth7ImQRHBaVs9ZMacjh71xS/pub?output=xlsx,Conflict
130459,Palestine,PSE,31.28108,34.281059,"[31.28108, 34.281059]",Recommended figure,Conflict,more than,85000,2023-12-08,2023-12-02,2023-12-08,2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,2023-10-07,2023-12-31,,,,,,2023-12-15T07:46:25.342659Z,"Palestine: 85,000 displacements, 02 December - 08 December. Due to escalation in the Gaza Strip and Israel, at least 85000 people were displaced within or to Rafah Governorate between 02 December and 08 December, according to OCHA.",https://docs.google.com/spreadsheets/d/e/2PACX-1vTlWPm4Vx08lBZmBBaF90Kb54RuVpuUiqPyoE9kNfpWU29BdVliseYxmth7ImQRHBaVs9ZMacjh71xS/pub?output=xlsx,Conflict
130457,Palestine,PSE,31.324209,34.316212,"[31.324209, 34.316212]",Recommended figure,Conflict,more than,9000,2023-12-08,2023-12-02,2023-12-08,2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,2023-10-07,2023-12-31,,,,,,2023-12-15T07:46:25.305463Z,"Palestine: 9,000 displacements, 02 December - 08 December. Due to escalation in the Gaza Strip and Israel, at least 9000 people were displaced within or to Khan Yunis Governorate between 02 December and 08 December, according to OCHA.",https://docs.google.com/spreadsheets/d/e/2PACX-1vTlWPm4Vx08lBZmBBaF90Kb54RuVpuUiqPyoE9kNfpWU29BdVliseYxmth7ImQRHBaVs9ZMacjh71xS/pub?output=xlsx,Conflict
130458,Palestine,PSE,31.42005,34.374249,"[31.42005, 34.374249]",Recommended figure,Conflict,more than,52000,2023-12-08,2023-12-02,2023-12-08,2023,Palestine: Unknown (IAC) (Hostilities Gaza/Israel) - Gaza Strip - 07/10/2023,2023-10-07,2023-12-31,,,,,,2023-12-15T07:46:25.323357Z,"Palestine: 52,000 displacements, 02 December - 08 December. Due to escalation in the Gaza Strip and Israel, at least 52000 people were displaced within or to Deir al-Balah Governorate between 02 December and 08 December, according to OCHA.",https://docs.google.com/spreadsheets/d/e/2PACX-1vTlWPm4Vx08lBZmBBaF90Kb54RuVpuUiqPyoE9kNfpWU29BdVliseYxmth7ImQRHBaVs9ZMacjh71xS/pub?output=xlsx,Conflict
132838,Palestine,PSE,32.426182,35.25536,"[32.426182, 35.25536]",Recommended figure,Conflict,total,134,2023-12-02,2023-12-02,2023-12-02,2023,Palestine: Unknown (IAC) (Demolitions) - Jenin Governorate - 01/12/2023,2023-12-01,2023-12-31,,,,,,2024-01-08T11:22:11.765478Z,"Palestine: 134 displacements (destroyed housing), 02 December - 02 December. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 134 people were displaced by housing demolitions during military operations in Jenin Governorate on 02 December.",https://app.powerbi.com/view?r=eyJrIjoiMmJkZGRhYWQtODk0MS00MWJkLWI2NTktMDg1NGJlMGNiY2Y3IiwidCI6IjBmOWUzNWRiLTU0NGYtNGY2MC1iZGNjLTVlYTQxNmU2ZGM3MCIsImMiOjh9,Conflict
129273,Palestine,PSE,31.806061,35.326118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,7,2023-11-30,2023-11-30,2023-11-30,2023,Palestine: Unknown (IAC) (Demolitions) - Jerusalem Governorate - 01/11/2023,2023-11-01,2023-11-30,,,,,,2023-12-07T08:42:08.142477Z,"Palestine: 7 displacements (destroyed housing), 30 November - 30 November. According to Office for the Coordination of Humanitarian Affairs (OCHA), a total of 7 people were displaced by housing demolitions in Ramallah/Jerusalem on 30 November.",https://demolition.ochaopt.org/Index.aspx,Conflict
